Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Amantle,2023-03-30 13:20:39,00:41:09,,Keeping Up with the Kardashians: Season 12: Episode 2,,Netflix Windows App - Cadmium Windows Mobile,00:41:09,00:41:09,BW (Botswana)
Amantle,2023-03-30 12:23:29,00:42:06,,Keeping Up with the Kardashians: Season 12: Episode 1,,Netflix Windows App - Cadmium Windows Mobile,00:41:56,00:41:56,BW (Botswana)
Amantle,2023-03-30 05:37:29,00:00:33,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Matrimonial Metric (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:00:33,Not latest view,BW (Botswana)
Amantle,2023-03-30 05:17:06,00:19:25,,The Big Bang Theory: Season 11: The Celebration Reverberation (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:19:33,Not latest view,BW (Botswana)
Amantle,2023-03-30 04:55:03,00:21:05,,The Big Bang Theory: Season 11: The Confidence Erosion (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:21:05,Not latest view,BW (Botswana)
Amantle,2023-03-30 04:35:24,00:18:44,,The Big Bang Theory: Season 11: The Bitcoin Entanglement (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:18:44,Not latest view,BW (Botswana)
Amantle,2023-03-30 04:16:25,00:18:39,,The Big Bang Theory: Season 11: The Tesla Recoil (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:18:39,Not latest view,BW (Botswana)
Amantle,2023-03-30 03:55:52,00:19:23,,The Big Bang Theory: Season 11: The Geology Methodology (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:19:23,Not latest view,BW (Botswana)
Amantle,2023-03-30 03:44:44,00:10:26,,The Big Bang Theory: Season 11: The Proton Regeneration (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:20:59,Not latest view,BW (Botswana)
Amantle,2023-03-30 03:42:23,00:01:03,Autoplayed: user action: None; ,The Real Housewives of Beverly Hills: Season 1_hook_02_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-03-29 23:40:11,00:10:30,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Proton Regeneration (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:10:30,Not latest view,BW (Botswana)
Amantle,2023-03-29 23:20:53,00:18:52,,The Big Bang Theory: Season 11: The Collaboration Contamination (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:18:52,Not latest view,BW (Botswana)
Amantle,2023-03-29 22:59:46,00:20:39,,The Big Bang Theory: Season 11: The Explosion Implosion (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:20:39,Not latest view,BW (Botswana)
Amantle,2023-03-29 22:39:10,00:20:07,,The Big Bang Theory: Season 11: The Relaxation Integration (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:20:07,Not latest view,BW (Botswana)
Amantle,2023-03-29 22:17:29,00:21:03,,The Big Bang Theory: Season 11: The Retraction Reaction (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:21:03,Not latest view,BW (Botswana)
Amantle,2023-03-29 21:56:46,00:20:23,,The Big Bang Theory: Season 11: The Proposal Proposal (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:20:23,Not latest view,BW (Botswana)
Amantle,2023-03-29 21:37:04,00:19:17,,The Big Bang Theory: Season 10: The Long Distance Dissonance (Episode 24),,Netflix Windows App - Cadmium Windows Mobile,00:19:17,Not latest view,BW (Botswana)
Amantle,2023-03-29 21:17:46,00:18:57,,The Big Bang Theory: Season 10: The Gyroscopic Collapse (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:18:57,Not latest view,BW (Botswana)
Amantle,2023-03-29 20:57:47,00:19:43,,The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:19:43,Not latest view,BW (Botswana)
Amantle,2023-03-29 20:37:50,00:19:28,,The Big Bang Theory: Season 10: The Separation Agitation (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:19:28,Not latest view,BW (Botswana)
Amantle,2023-03-29 20:17:12,00:18:54,,The Big Bang Theory: Season 10: The Recollection Dissipation (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:18:54,Not latest view,BW (Botswana)
Amantle,2023-03-29 19:57:55,00:15:17,,The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:18:31,Not latest view,BW (Botswana)
Amantle,2023-03-29 19:40:25,00:04:50,,The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:03:28,Not latest view,BW (Botswana)
Amantle,2023-03-29 19:38:31,00:00:15,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: The Night Agent,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:15,00:00:15,BW (Botswana)
Amantle,2023-03-29 13:08:31,00:00:04,Autoplayed: user action: None; ,Suits: Season 7: Divide and Conquer (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:00:04,Not latest view,BW (Botswana)
Amantle,2023-03-29 12:19:45,00:43:38,,Suits: Season 7: Mudmare (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:41:50,00:41:50,BW (Botswana)
Amantle,2023-03-27 13:52:24,00:10:36,Autoplayed: user action: None; ,The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:10:36,Not latest view,BW (Botswana)
Amantle,2023-03-27 13:32:34,00:19:36,,The Big Bang Theory: Season 10: The Escape Hatch Identification (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:19:36,Not latest view,BW (Botswana)
Amantle,2023-03-27 13:13:07,00:19:13,,The Big Bang Theory: Season 10: The Comic-Con Conundrum (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:19:13,Not latest view,BW (Botswana)
Amantle,2023-03-27 12:55:26,00:17:27,,The Big Bang Theory: Season 10: The Allowance Evaporation (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:17:27,Not latest view,BW (Botswana)
Amantle,2023-03-27 12:35:16,00:19:57,,The Big Bang Theory: Season 10: The Locomotion Reverberation (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:19:57,Not latest view,BW (Botswana)
Amantle,2023-03-27 12:15:46,00:19:06,,The Big Bang Theory: Season 10: The Emotion Detection Automation (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:19:06,Not latest view,BW (Botswana)
Amantle,2023-03-27 11:57:04,00:17:57,,The Big Bang Theory: Season 10: The Romance Recalibration (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:18:12,Not latest view,BW (Botswana)
Amantle,2023-03-27 11:36:12,00:20:31,,The Big Bang Theory: Season 10: The Holiday Summation (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:20:31,Not latest view,BW (Botswana)
Amantle,2023-03-27 11:34:37,00:01:20,,The Big Bang Theory: Season 11: The Sibling Realignment (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:03:24,Not latest view,BW (Botswana)
Amantle,2023-03-27 03:01:03,00:01:59,Autoplayed: user action: None; ,The Big Bang Theory: Season 11: The Sibling Realignment (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:02:07,Not latest view,BW (Botswana)
Amantle,2023-03-27 02:41:52,00:18:52,,The Big Bang Theory: Season 11: The Monetary Insufficiency (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:18:52,Not latest view,BW (Botswana)
Amantle,2023-03-27 02:21:23,00:20:17,,The Big Bang Theory: Season 11: The Comet Polarization (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:20:17,Not latest view,BW (Botswana)
Amantle,2023-03-27 02:00:17,00:20:52,,The Big Bang Theory: Season 11: The Reclusive Potential (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:20:52,Not latest view,BW (Botswana)
Amantle,2023-03-27 01:39:32,00:20:27,,The Big Bang Theory: Season 11: The Tenant Disassociation (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:20:27,Not latest view,BW (Botswana)
Amantle,2023-03-27 01:18:24,00:20:02,,The Big Bang Theory: Season 11: The Gates Excitation (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:20:02,Not latest view,BW (Botswana)
Amantle,2023-03-27 00:57:55,00:20:17,,The Big Bang Theory: Season 11: The Athenaeum Allocation (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:20:17,Not latest view,BW (Botswana)
Amantle,2023-03-27 00:39:01,00:18:37,,The Big Bang Theory: Season 11: The Neonatal Nomenclature (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:18:37,Not latest view,BW (Botswana)
Amantle,2023-03-27 00:18:00,00:20:48,,The Big Bang Theory: Season 11: The Novelization Correlation (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:20:48,Not latest view,BW (Botswana)
Amantle,2023-03-26 23:58:34,00:19:12,,The Big Bang Theory: Season 11: The Separation Triangulation (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:19:12,Not latest view,BW (Botswana)
Amantle,2023-03-26 23:37:14,00:21:03,,The Big Bang Theory: Season 11: The Solo Oscillation (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:03,Not latest view,BW (Botswana)
Amantle,2023-03-26 23:16:49,00:20:07,,The Big Bang Theory: Season 11: The Matrimonial Metric (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:20:07,Not latest view,BW (Botswana)
Amantle,2023-03-26 22:57:03,00:19:33,,The Big Bang Theory: Season 11: The Celebration Reverberation (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:19:33,Not latest view,BW (Botswana)
Amantle,2023-03-26 22:35:31,00:21:13,,The Big Bang Theory: Season 11: The Confidence Erosion (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,Not latest view,BW (Botswana)
Amantle,2023-03-26 22:16:36,00:18:42,,The Big Bang Theory: Season 11: The Bitcoin Entanglement (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:18:42,Not latest view,BW (Botswana)
Amantle,2023-03-26 21:57:40,00:18:40,,The Big Bang Theory: Season 11: The Tesla Recoil (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:18:40,Not latest view,BW (Botswana)
Amantle,2023-03-26 21:38:05,00:19:22,,The Big Bang Theory: Season 11: The Geology Methodology (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:19:22,Not latest view,BW (Botswana)
Amantle,2023-03-26 21:16:54,00:20:56,,The Big Bang Theory: Season 11: The Proton Regeneration (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:20:56,Not latest view,BW (Botswana)
Amantle,2023-03-26 20:57:31,00:18:52,,The Big Bang Theory: Season 11: The Collaboration Contamination (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:18:52,Not latest view,BW (Botswana)
Amantle,2023-03-26 20:36:45,00:20:31,,The Big Bang Theory: Season 11: The Explosion Implosion (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:20:31,Not latest view,BW (Botswana)
Amantle,2023-03-26 20:16:29,00:20:07,,The Big Bang Theory: Season 11: The Relaxation Integration (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:20:07,Not latest view,BW (Botswana)
Amantle,2023-03-26 19:55:03,00:21:06,,The Big Bang Theory: Season 11: The Retraction Reaction (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:21:06,Not latest view,BW (Botswana)
Amantle,2023-03-26 19:33:08,00:20:19,,The Big Bang Theory: Season 11: The Proposal Proposal (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:20:22,Not latest view,BW (Botswana)
Amantle,2023-03-26 19:11:02,00:19:08,,The Big Bang Theory: Season 10: The Long Distance Dissonance (Episode 24),,Netflix Windows App - Cadmium Windows Mobile,00:19:08,Not latest view,BW (Botswana)
Amantle,2023-03-26 18:35:50,00:18:45,,The Big Bang Theory: Season 10: The Gyroscopic Collapse (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:18:57,Not latest view,BW (Botswana)
Amantle,2023-03-26 18:16:01,00:19:17,,The Big Bang Theory: Season 10: The Cognition Regeneration (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:19:33,Not latest view,BW (Botswana)
Amantle,2023-03-26 18:08:42,00:07:06,,The Big Bang Theory: Season 10: The Separation Agitation (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:19:14,Not latest view,BW (Botswana)
Amantle,2023-03-26 18:07:38,00:00:40,Autoplayed: user action: None; ,Season 2 Informative Clip 2: Next in Fashion,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-03-26 11:24:17,00:12:22,Autoplayed: user action: None; ,The Big Bang Theory: Season 10: The Separation Agitation (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:12:11,Not latest view,BW (Botswana)
Amantle,2023-03-26 11:04:08,00:18:49,,The Big Bang Theory: Season 10: The Recollection Dissipation (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:18:53,Not latest view,BW (Botswana)
Amantle,2023-03-26 10:45:27,00:18:20,,The Big Bang Theory: Season 10: The Collaboration Fluctuation (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:18:20,Not latest view,BW (Botswana)
Amantle,2023-03-26 10:25:34,00:19:36,,The Big Bang Theory: Season 10: The Escape Hatch Identification (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:19:36,Not latest view,BW (Botswana)
Amantle,2023-03-26 10:06:02,00:19:13,,The Big Bang Theory: Season 10: The Comic-Con Conundrum (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:19:13,Not latest view,BW (Botswana)
Amantle,2023-03-26 09:47:44,00:17:27,,The Big Bang Theory: Season 10: The Allowance Evaporation (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:17:27,Not latest view,BW (Botswana)
Amantle,2023-03-26 09:32:59,00:14:23,,The Big Bang Theory: Season 10: The Locomotion Reverberation (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:20:03,Not latest view,BW (Botswana)
Amantle,2023-03-26 00:22:40,00:05:41,Autoplayed: user action: None; ,The Big Bang Theory: Season 10: The Locomotion Reverberation (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:05:41,Not latest view,BW (Botswana)
Amantle,2023-03-26 00:00:40,00:19:17,,The Big Bang Theory: Season 10: The Emotion Detection Automation (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:19:17,Not latest view,BW (Botswana)
Amantle,2023-03-25 23:42:04,00:18:22,,The Big Bang Theory: Season 10: The Romance Recalibration (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:18:22,Not latest view,BW (Botswana)
Amantle,2023-03-25 23:20:46,00:20:42,,The Big Bang Theory: Season 10: The Holiday Summation (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:20:42,Not latest view,BW (Botswana)
Amantle,2023-03-25 23:00:01,00:20:11,,The Big Bang Theory: Season 10: The Birthday Synchronicity (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:20:11,Not latest view,BW (Botswana)
Amantle,2023-03-25 22:40:06,00:19:25,,The Big Bang Theory: Season 10: The Property Division Collision (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:19:25,Not latest view,BW (Botswana)
Amantle,2023-03-25 22:20:29,00:19:03,,The Big Bang Theory: Season 10: The Geology Elevation (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:19:03,Not latest view,BW (Botswana)
Amantle,2023-03-25 22:01:38,00:18:27,,The Big Bang Theory: Season 10: The Brain Bowl Incubation (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:18:27,Not latest view,BW (Botswana)
Amantle,2023-03-25 21:40:17,00:20:31,,The Big Bang Theory: Season 10: The Veracity Elasticity (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:20:31,Not latest view,BW (Botswana)
Amantle,2023-03-25 21:21:39,00:18:13,,The Big Bang Theory: Season 10: The Fetal Kick Catalyst (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:18:13,Not latest view,BW (Botswana)
Amantle,2023-03-25 21:01:34,00:19:33,,The Big Bang Theory: Season 10: The Hot Tub Contamination (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:19:33,Not latest view,BW (Botswana)
Amantle,2023-03-25 20:35:36,00:20:08,,The Big Bang Theory: Season 10: The Cohabitation Experimentation (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:20:08,Not latest view,BW (Botswana)
Amantle,2023-03-25 20:14:50,00:20:10,,The Big Bang Theory: Season 10: The Dependence Transcendence (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:20:10,Not latest view,BW (Botswana)
Amantle,2023-03-25 20:12:07,00:02:26,,The Big Bang Theory: Season 10: The Military Miniaturization (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:18:31,Not latest view,BW (Botswana)
Amantle,2023-03-25 12:52:09,00:01:16,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip 2: Perfect Match,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-03-25 11:06:59,00:46:02,,Love Is Blind: Season 4: Paradise Lost (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:45:49,Not latest view,BW (Botswana)
Amantle,2023-03-25 10:00:55,01:05:04,,Love Is Blind: Season 4: Playing With Fire (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,01:06:15,01:06:15,BW (Botswana)
Amantle,2023-03-25 09:09:55,00:49:35,,Love Is Blind: Season 4: Is Love Really Blind? (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:48:56,00:48:56,BW (Botswana)
Amantle,2023-03-25 08:57:30,00:11:44,,Love Is Blind: Season 4: Birthday Wishes (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:58:39,00:58:39,BW (Botswana)
Amantle,2023-03-25 07:59:13,00:44:43,,Love Is Blind: Season 4: Birthday Wishes (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:45:08,Not latest view,BW (Botswana)
Amantle,2023-03-25 06:54:34,01:04:05,,Love Is Blind: Season 4: Welcome to the Pods! (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,01:03:53,01:03:53,BW (Botswana)
Amantle,2023-03-25 06:53:41,00:00:32,,Love Is Blind: Season 1: Is Love Blind? (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:01:04,Not latest view,BW (Botswana)
Amantle,2023-03-25 05:23:24,00:01:22,Autoplayed: user action: None; ,Season 4 Trailer: Love Is Blind,TRAILER,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-03-24 20:44:41,00:16:08,,The Big Bang Theory: Season 10: The Military Miniaturization (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:16:08,Not latest view,BW (Botswana)
Amantle,2023-03-24 20:22:48,00:21:33,,The Big Bang Theory: Season 10: The Conjugal Conjecture (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:21:33,Not latest view,BW (Botswana)
Amantle,2022-11-04 15:25:00,00:00:17,,Main Character Clip 2: From Scratch,HOOK,DefaultWidevineAndroidPhone,00:00:17,00:00:17,BW (Botswana)
Amantle,2022-10-18 23:26:34,00:16:00,,"The Office (U.S.): Season 7: Dwight K. Schrute, (Acting) Manager (Episode 24)",,DefaultWidevineAndroidPhone,00:16:00,00:16:00,BW (Botswana)
Amantle,2022-10-18 23:07:34,00:18:50,,The Office (U.S.): Season 7: The Inner Circle (Episode 23),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-10-16 08:57:05,00:19:38,,Luckiest Girl Alive,,DefaultWidevineAndroidPhone,00:19:38,00:19:38,BW (Botswana)
Amantle,2022-10-01 11:39:10,00:09:22,,The Office (U.S.): Season 7: The Inner Circle (Episode 23),,DefaultWidevineAndroidPhone,00:09:51,Not latest view,BW (Botswana)
Amantle,2022-10-01 11:29:14,00:09:54,,"The Office (U.S.): Season 7: Goodbye, Michael (Episode 22)",,DefaultWidevineAndroidPhone,00:35:42,00:35:42,BW (Botswana)
Amantle,2022-09-30 21:01:52,00:26:47,,"The Office (U.S.): Season 7: Goodbye, Michael (Episode 22)",,DefaultWidevineAndroidPhone,00:26:14,Not latest view,BW (Botswana)
Amantle,2022-09-28 22:14:06,00:17:28,,"The Office (U.S.): Season 7: Goodbye, Michael (Episode 22)",,DefaultWidevineAndroidPhone,00:17:28,Not latest view,BW (Botswana)
Amantle,2022-09-28 22:02:14,00:11:50,,The Office (U.S.): Season 7: Michael's Last Dundies (Episode 21),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-24 20:17:30,00:09:50,,The Office (U.S.): Season 7: Michael's Last Dundies (Episode 21),,DefaultWidevineAndroidPhone,00:09:50,Not latest view,BW (Botswana)
Amantle,2022-09-24 19:55:17,00:21:19,,The Office (U.S.): Season 7: Training Day (Episode 20),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-24 19:33:44,00:21:32,,The Office (U.S.): Season 7: Garage Sale (Episode 19),,DefaultWidevineAndroidPhone,00:21:32,00:21:32,BW (Botswana)
Amantle,2022-09-24 19:12:20,00:21:19,,The Office (U.S.): Season 7: Todd Packer (Episode 18),,DefaultWidevineAndroidPhone,00:21:36,00:21:36,BW (Botswana)
Amantle,2022-09-24 19:12:13,00:00:04,,The Office (U.S.): Season 7: Threat Level Midnight (Episode 17),,DefaultWidevineAndroidPhone,00:05:21,00:05:21,BW (Botswana)
Amantle,2022-09-24 08:27:57,00:01:37,,The Office (U.S.): Season 7: Threat Level Midnight (Episode 17),,DefaultWidevineAndroidPhone,00:05:18,Not latest view,BW (Botswana)
Amantle,2022-09-23 21:08:35,00:03:57,,The Office (U.S.): Season 7: Threat Level Midnight (Episode 17),,DefaultWidevineAndroidPhone,00:03:57,Not latest view,BW (Botswana)
Amantle,2022-09-23 20:46:59,00:21:35,,The Office (U.S.): Season 7: PDA (Episode 16),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-23 20:26:50,00:20:07,,The Office (U.S.): Season 7: The Search (Episode 15),,DefaultWidevineAndroidPhone,00:21:34,00:21:34,BW (Botswana)
Amantle,2022-09-22 22:55:48,00:01:41,,The Office (U.S.): Season 7: The Search (Episode 15),,DefaultWidevineAndroidPhone,00:01:41,Not latest view,BW (Botswana)
Amantle,2022-09-22 22:33:35,00:21:36,,The Office (U.S.): Season 7: The Seminar (Episode 14),,DefaultWidevineAndroidPhone,00:21:36,00:21:36,BW (Botswana)
Amantle,2022-09-22 22:11:59,00:21:35,,The Office (U.S.): Season 7: Ultimatum (Episode 13),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-22 21:54:55,00:17:02,,The Office (U.S.): Season 7: Classy Christmas: Part 2 (Episode 12),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-22 19:48:39,00:03:26,,The Office (U.S.): Season 7: Classy Christmas: Part 2 (Episode 12),,DefaultWidevineAndroidPhone,00:04:33,Not latest view,BW (Botswana)
Amantle,2022-09-22 19:10:26,00:21:43,,The Office (U.S.): Season 7: Classy Christmas: Part 1 (Episode 11),,DefaultWidevineAndroidPhone,00:21:32,00:21:32,BW (Botswana)
Amantle,2022-09-22 18:40:33,00:22:14,,The Office (U.S.): Season 7: China (Episode 10),,DefaultWidevineAndroidPhone,00:21:40,00:21:40,BW (Botswana)
Amantle,2022-09-22 18:39:26,00:00:55,,Colors of Love_hook_03_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:55,00:00:55,BW (Botswana)
Amantle,2022-09-21 19:36:41,00:18:36,,The Office (U.S.): Season 7: China (Episode 10),,DefaultWidevineAndroidPhone,00:18:50,Not latest view,BW (Botswana)
Amantle,2022-09-21 19:11:26,00:21:28,,The Office (U.S.): Season 7: WUPHF.com (Episode 9),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-21 18:49:47,00:21:17,,The Office (U.S.): Season 7: Viewing Party (Episode 8),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-21 18:48:40,00:00:33,,The Office (U.S.): Season 7: Christening (Episode 7),,DefaultWidevineAndroidPhone,00:09:52,00:09:52,BW (Botswana)
Amantle,2022-09-21 17:07:57,00:49:33,,Dated and Related: Season 1: Set Free the Siblings (Episode 1),,DefaultWidevineAndroidPhone,00:48:34,00:48:34,BW (Botswana)
Amantle,2022-09-20 21:51:30,00:09:02,,The Office (U.S.): Season 7: Christening (Episode 7),,DefaultWidevineAndroidPhone,00:09:20,Not latest view,BW (Botswana)
Amantle,2022-09-20 21:43:32,00:07:57,,The Office (U.S.): Season 7: Costume Contest (Episode 6),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-20 21:13:50,00:13:25,,The Office (U.S.): Season 7: Costume Contest (Episode 6),,DefaultWidevineAndroidPhone,00:13:40,Not latest view,BW (Botswana)
Amantle,2022-09-20 20:53:47,00:20:02,,The Office (U.S.): Season 7: The Sting (Episode 5),,DefaultWidevineAndroidPhone,00:21:38,00:21:38,BW (Botswana)
Amantle,2022-09-20 20:00:58,00:01:15,,The Office (U.S.): Season 7: The Sting (Episode 5),,DefaultWidevineAndroidPhone,00:01:20,Not latest view,BW (Botswana)
Amantle,2022-09-20 19:38:01,00:20:56,,The Office (U.S.): Season 7: Sex Ed (Episode 4),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-20 19:16:53,00:21:05,,The Office (U.S.): Season 7: Andy's Play (Episode 3),,DefaultWidevineAndroidPhone,00:21:32,00:21:32,BW (Botswana)
Amantle,2022-09-20 06:43:49,00:00:01,,The Office (U.S.): Season 7: Andy's Play (Episode 3),,DefaultWidevineAndroidPhone,00:00:01,Not latest view,BW (Botswana)
Amantle,2022-09-20 06:22:30,00:21:17,,The Office (U.S.): Season 7: Counseling (Episode 2),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-20 06:01:19,00:21:06,,The Office (U.S.): Season 7: Nepotism (Episode 1),,DefaultWidevineAndroidPhone,00:21:35,00:21:35,BW (Botswana)
Amantle,2022-09-20 05:39:17,00:21:46,,The Office (U.S.): Season 6: Whistleblower (Episode 26),,DefaultWidevineAndroidPhone,00:21:32,00:21:32,BW (Botswana)
Amantle,2022-09-20 05:38:57,00:00:11,,The Office (U.S.): Season 6: The Chump (Episode 25),,DefaultWidevineAndroidPhone,00:11:29,00:11:29,BW (Botswana)
Amantle,2022-09-20 05:38:31,00:00:08,,"Hello, Goodbye, and Everything in Between",,DefaultWidevineAndroidPhone,00:06:46,00:06:46,BW (Botswana)
Amantle,2022-09-20 05:38:07,00:00:06,,The Letdown: Season 1: Genealogy (Episode 3),,DefaultWidevineAndroidPhone,00:20:55,00:20:55,BW (Botswana)
Amantle,2022-09-20 05:36:57,00:00:07,,Season 1 Trailer: Say I Do,TRAILER,DefaultWidevineAndroidPhone,00:00:07,00:00:07,BW (Botswana)
Amantle,2022-09-20 05:35:31,00:00:53,,Awake: The Million Dollar Game: Season 1 (Staying Awake),TRAILER,DefaultWidevineAndroidPhone,00:00:53,00:00:53,BW (Botswana)
